 92202	18 47 28.98	-05 42 18.3	 5.38
 92420	18 50 04.79	+33 21 45.6	 3.52
 92609	18 52 13.04	-62 11 15.2	 4.22
 92791	18 54 30.29	+36 53 55.0	 4.22
 92814	18 54 43.12	-15 36 10.9	 5.08
 92855	18 55 15.92	-26 17 47.7	 2.05
 92946	18 56 13.16	+04 12 12.7	 4.62
 92953	18 56 16.97	-42 42 38.2	 5.35
 92989	18 56 40.49	-37 20 35.5	 5.36
 93015	18 56 57.04	-67 14 00.7	 4.40
 93085	18 57 43.78	-21 06 23.8	 3.52
 93174	18 58 43.47	-37 06 25.5	 4.83
 93194	18 58 56.62	+32 41 22.4	 3.25
 93244	18 59 37.39	+15 04 06.5	 4.02
 93506	19 02 36.72	-29 52 48.4	 2.60
 93542	19 03 06.83	-42 05 42.0	 4.74
 93683	19 04 40.93	-21 44 28.9	 3.76
 93747	19 05 24.61	+13 51 49.4	 2.99
 93805	19 06 14.95	-04 52 56.4	 3.43
 93825	19 06 25.04	-37 03 45.9	 4.23
 93864	19 06 56.44	-27 40 11.3	 3.32
 94005	19 08 20.93	-40 29 47.9	 4.57
 94114	19 09 28.28	-37 54 15.3	 4.11
 94160	19 10 01.75	-39 20 26.5	 4.10
 94376	19 12 33.15	+67 39 40.7	 3.07
 94648	19 15 33.29	+73 21 18.8	 4.45
 94779	19 17 06.11	+53 22 05.4	 3.80
 94820	19 17 38.09	-18 57 10.4	 4.88
 95168	19 21 40.38	-17 50 50.1	 3.92
 95294	19 23 13.06	-44 47 58.7	 4.27
 95347	19 23 53.15	-40 36 56.3	 3.96
 95501	19 25 29.75	+03 06 52.5	 3.36
 95771	19 28 42.41	+24 39 54.6	 4.44
 95853	19 29 42.34	+51 43 46.1	 3.76
 95947	19 30 43.29	+27 57 34.9	 3.05
 96406	19 36 01.65	-24 43 08.5	 5.64
 96757	19 40 05.78	+18 00 50.2	 4.39
 96837	19 41 02.93	+17 28 34.0	 4.39
 97165	19 44 58.44	+45 07 50.5	 2.86
 97278	19 46 15.57	+10 36 47.8	 2.72
 97365	19 47 23.27	+18 32 03.3	 3.68
 97433	19 48 10.21	+70 16 04.2	 3.84
 97649	19 50 46.68	+08 52 02.6	 0.76
 97804	19 52 28.36	+01 00 20.4	 3.87
 98032	19 55 15.68	-41 52 06.3	 4.12
 98036	19 55 18.77	+06 24 28.6	 3.71
 98110	19 56 18.40	+35 05 00.6	 3.89
 98337	19 58 45.39	+19 29 31.5	 3.51
 98412	19 59 44.17	-35 16 34.5	 4.37
 98495	20 00 35.39	-72 54 36.7	 3.97
 98543	20 01 06.01	+27 45 12.8	 4.66
 98688	20 02 39.46	-27 42 35.6	 4.43
 98920	20 05 09.47	+19 59 27.2	 5.09
 99240	20 08 41.86	-66 10 45.6	 3.55
 99473	20 11 18.26	-00 49 17.3	 3.24
100064	20 18 03.22	-12 32 41.5	 3.58
100345	20 21 00.65	-14 46 53.0	 3.05
100453	20 22 13.70	+40 15 24.1	 2.23
100751	20 25 38.85	-56 44 05.6	 1.94
101421	20 33 12.76	+11 18 12.0	 4.03
101769	20 37 32.87	+14 35 42.7	 3.64
101772	20 37 33.99	-47 17 30.0	 3.11
101958	20 39 38.25	+15 54 43.4	 3.77
102098	20 41 25.91	+45 16 49.2	 1.25
102281	20 43 27.55	+15 04 28.9	 4.43
102395	20 44 57.56	-66 12 11.7	 3.42
102485	20 46 05.77	-25 16 13.9	 4.13
102488	20 46 12.43	+33 58 10.0	 2.48
102532	20 46 39.52	+16 07 29.2	 4.27
102618	20 47 40.53	-09 29 44.5	 3.78
102831	20 49 58.08	-33 46 46.8	 4.89
102978	20 51 49.30	-26 55 08.9	 4.12
103227	20 54 48.58	-58 27 14.7	 3.67
103738	21 01 17.46	-32 15 28.0	 4.67
104139	21 05 56.78	-17 13 57.8	 4.08
104521	21 10 20.47	+10 07 55.0	 4.70
104732	21 12 56.18	+30 13 37.5	 3.21
104858	21 14 28.79	+10 00 27.8	 4.47
104987	21 15 49.40	+05 14 53.1	 3.92
105140	21 17 56.25	-32 10 20.9	 4.71
105199	21 18 34.58	+62 35 07.6	 2.45
105319	21 19 51.88	-53 26 57.4	 4.39
105515	21 22 14.78	-16 50 04.4	 4.28
105570	21 22 53.58	+06 48 40.0	 5.16
105858	21 26 26.49	-65 22 05.3	 4.21
105881	21 26 40.03	-22 24 41.0	 3.77
106032	21 28 39.58	+70 33 38.5	 3.23
106278	21 31 33.52	-05 34 16.2	 2.90
106985	21 40 05.34	-16 39 44.1	 3.69
107089	21 41 28.47	-77 23 22.1	 3.73
107310	21 44 08.40	+28 44 35.6	 4.49
107315	21 44 11.14	+09 52 30.0	 2.38
107354	21 44 38.70	+25 38 42.0	 4.14
107556	21 47 02.29	-16 07 35.6	 2.85
107608	21 47 44.17	-30 53 53.9	 5.02
108085	21 53 55.65	-37 21 53.4	 3.00
108661	22 00 50.22	-28 27 13.5	 5.43
109074	22 05 47.03	-00 19 11.4	 2.95
109111	22 06 06.90	-39 32 35.0	 4.47
109139	22 06 26.21	-13 52 10.3	 4.29
109176	22 07 00.47	+25 20 42.2	 3.77
109268	22 08 13.88	-46 57 38.2	 1.73
109352	22 09 13.68	+33 10 21.0	 5.58
109422	22 10 08.48	-32 32 54.4	 4.94
109427	22 10 11.82	+06 11 52.0	 3.52
109492	22 10 51.26	+58 12 04.5	 3.39
109937	22 15 58.17	+37 44 55.4	 4.14
110003	22 16 49.97	-07 46 59.7	 4.17
110130	22 18 30.18	-60 15 34.2	 2.87
110395	22 21 39.30	-01 23 14.5	 3.86
110538	22 23 33.64	+52 13 46.2	 4.42
110609	22 24 31.00	+49 28 35.0	 4.55
110960	22 28 49.80	-00 01 12.2	 3.65
110997	22 29 16.15	-43 29 44.0	 3.97
111022	22 29 31.82	+47 42 24.8	 4.34
111104	22 30 29.26	+43 07 24.2	 4.52
111123	22 30 38.82	-10 40 40.4	 4.82
111169	22 31 17.38	+50 16 56.8	 3.76
111188	22 31 30.29	-32 20 45.7	 4.29
111497	22 35 21.33	-00 07 02.5	 4.04
111954	22 40 39.33	-27 02 37.0	 4.18
112029	22 41 27.67	+10 49 53.0	 3.41
112122	22 42 39.93	-46 53 04.4	 2.07
112158	22 43 00.13	+30 13 16.7	 2.93
112405	22 46 03.72	-81 22 53.8	 4.13
112440	22 46 31.84	+23 33 56.4	 3.97
112447	22 46 41.44	+12 10 26.7	 4.20
112623	22 48 33.20	-51 19 00.1	 3.49
112716	22 49 35.51	-13 35 33.1	 4.05
112724	22 49 40.91	+66 12 02.6	 3.50
112748	22 50 00.10	+24 36 06.1	 3.51
112961	22 52 36.86	-07 34 46.8	 3.73
113136	22 54 39.04	-15 49 14.7	 3.27
113246	22 55 56.89	-32 32 22.9	 4.20
113368	22 57 38.83	-29 37 18.6	 1.17
113638	23 00 52.87	-52 45 14.8	 4.11
113881	23 03 46.33	+28 04 56.8	 2.44
113963	23 04 45.62	+15 12 19.3	 2.49
114131	23 06 52.77	-43 31 13.2	 4.28
114341	23 09 26.76	-21 10 20.9	 3.68
114421	23 10 21.43	-45 14 47.9	 3.88
114855	23 15 53.28	-09 05 15.7	 4.24
114971	23 17 09.49	+03 16 56.1	 3.70
114996	23 17 25.81	-58 14 09.3	 3.99
115102	23 18 49.43	-32 31 54.6	 4.41
115438	23 22 58.30	-20 06 01.2	 3.96
115738	23 26 55.91	+01 15 21.0	 4.95
115830	23 27 58.17	+06 22 44.8	 4.27
116231	23 32 58.19	-37 49 06.1	 4.38
116727	23 39 20.98	+77 37 55.1	 3.21
116771	23 39 56.82	+05 37 38.5	 4.13
116928	23 42 02.88	+01 46 49.5	 4.49
118268	23 59 18.60	+06 51 48.9	 4.03
